age,workclass,marital_status,occupation,race,sex,native_country,income
40-49,Private,Never-married,Technical,White,Male,United-States,1
40-49,Private,Never-married,Technical,White,Male,United-States,1
40-49,Non-Government,Never-married,Prof-specialty,White,Male,United-States,1
40-49,Non-Government,Never-married,Prof-specialty,White,Male,United-States,1
40-49,Non-Government,Never-married,Prof-specialty,White,Male,United-States,0
40-49,Non-Government,Never-married,Prof-specialty,White,Male,United-States,1
40-49,Non-Government,Never-married,Prof-specialty,White,Male,United-States,0
40-49,Non-Government,Never-married,Prof-specialty,White,Male,United-States,1
50-54,Private,Never-married,Prof-specialty,White,Male,United-States,1
50-54,Private,Never-married,Prof-specialty,White,Male,United-States,0
50-54,Private,Never-married,Prof-specialty,White,Male,United-States,1
55-59,Private,Never-married,Prof-specialty,White,Male,United-States,0
55-59,Private,Never-married,Prof-specialty,White,Male,United-States,0
55-59,Private,Never-married,Prof-specialty,White,Male,United-States,0
50-59,Private,Never-married,Prof-specialty,White,Male,United-States,1
50-59,Private,Never-married,Prof-specialty,White,Male,United-States,0
50-59,Private,Never-married,Prof-specialty,White,Male,United-States,0
40-59,Private,Separated,Technical,White,Male,United-States,0
40-59,Private,Separated,Technical,White,Male,United-States,0
40-59,Private,Separated,Technical,White,Male,United-States,0
40-59,Private,Separated,Technical,White,Male,United-States,0
40-59,Private,Separated,Craft-repair,White,Male,United-States,1
40-59,Private,Separated,Craft-repair,White,Male,United-States,0
40-59,Private,Separated,Craft-repair,White,Male,United-States,0
40-49,Self-emp-not-inc,Separated,Technical,White,Male,United-States,0
40-49,Self-emp-not-inc,Separated,Technical,White,Male,United-States,0
40-49,Self-emp-not-inc,Separated,Technical,White,Male,United-States,0
40-49,Self-emp-not-inc,Separated,Technical,White,Male,United-States,0
40-49,Self-emp-not-inc,Separated,Technical,White,Male,United-States,0
40-49,Non-Government,Separated,Technical,White,Male,United-States,0
40-49,Non-Government,Separated,Technical,White,Male,United-States,0
40-49,Non-Government,Separated,Technical,White,Male,United-States,1
40-49,Non-Government,Separated,Technical,White,Male,United-States,1
40-49,Non-Government,Separated,Technical,White,Male,United-States,0
40-59,Non-Government,Separated,Technical,White,Male,United-States,1
40-59,Non-Government,Separated,Technical,White,Male,United-States,0
40-59,Non-Government,Separated,Technical,White,Male,United-States,1
40-59,Non-Government,Separated,Technical,White,Male,United-States,1
40-59,Non-Government,Widowed,Technical,White,Male,United-States,0
40-59,Non-Government,Widowed,Technical,White,Male,United-States,1
40-59,Non-Government,Widowed,Technical,White,Male,United-States,0
40-59,Non-Government,Widowed,Technical,White,Male,United-States,1
40-59,Non-Government,Widowed,Technical,White,Male,United-States,1
40-44,Private,Married-spouse-absent,Prof-specialty,White,Male,United-States,1
40-44,Private,Married-spouse-absent,Prof-specialty,White,Male,United-States,0
40-44,Private,Married-spouse-absent,Prof-specialty,White,Male,United-States,1
45-49,Non-Government,Married-spouse-absent,Technical,White,Male,United-States,0
45-49,Non-Government,Married-spouse-absent,Technical,White,Male,United-States,0
45-49,Non-Government,Married-spouse-absent,Technical,White,Male,United-States,1
45-49,Non-Government,Married-spouse-absent,Technical,White,Male,United-States,0
45-49,Non-Government,Married-spouse-absent,Technical,White,Male,United-States,0
45-49,Non-Government,Married-spouse-absent,Technical,White,Male,United-States,0
50-59,Private,Married-spouse-absent,Technical,White,Male,United-States,0
50-59,Private,Married-spouse-absent,Technical,White,Male,United-States,1
50-59,Private,Married-spouse-absent,Technical,White,Male,United-States,1
40-44,Private,spouse not present,Other-service,White,Male,United-States,1
40-44,Private,spouse not present,Other-service,White,Male,United-States,0
40-44,Private,spouse not present,Other-service,White,Male,United-States,0
40-44,Private,spouse not present,Other-service,White,Male,United-States,0
40-44,Private,spouse not present,Adm-clerical,White,Male,United-States,0
40-44,Private,spouse not present,Adm-clerical,White,Male,United-States,0
40-44,Private,spouse not present,Adm-clerical,White,Male,United-States,1
40-44,Private,spouse not present,Adm-clerical,White,Male,United-States,0
40-44,Private,spouse not present,Transport-moving,White,Male,United-States,0
40-44,Private,spouse not present,Transport-moving,White,Male,United-States,0
40-44,Private,spouse not present,Transport-moving,White,Male,United-States,0
45-49,Private,Divorced,Other,White,Male,United-States,0
45-49,Private,Divorced,Other,White,Male,United-States,0
45-49,Private,Divorced,Other,White,Male,United-States,0
45-49,Private,Divorced,Other,White,Male,United-States,1
45-49,Private,Divorced,Other,White,Male,United-States,0
45-49,Private,Never-married,Other,White,Male,North America,0
45-49,Private,Never-married,Other,White,Male,North America,1
45-49,Private,Never-married,Other,White,Male,North America,0
45-49,Private,Never-married,Other,White,Male,North America,0
45-49,Private,Never-married,Other,White,Male,North America,0
41,Private,spouse not present,Other,White,Male,United-States,0
41,Private,spouse not present,Other,White,Male,United-States,0
41,Private,spouse not present,Other,White,Male,United-States,0
41,Private,spouse not present,Other,White,Male,United-States,0
42,Private,spouse not present,Other,White,Male,United-States,0
42,Private,spouse not present,Other,White,Male,United-States,0
42,Private,spouse not present,Other,White,Male,United-States,0
43,Private,spouse not present,Other,White,Male,United-States,0
43,Private,spouse not present,Other,White,Male,United-States,0
43,Private,spouse not present,Other,White,Male,United-States,1
43,Private,spouse not present,Other,White,Male,United-States,0
43,Private,spouse not present,Other,White,Male,United-States,0
43,Private,spouse not present,Other,White,Male,United-States,1
43,Private,spouse not present,Other,White,Male,United-States,0
43,Private,spouse not present,Other,White,Male,United-States,0
43,Private,spouse not present,Other,White,Male,United-States,0
44,Private,spouse not present,Other,White,Male,United-States,0
44,Private,spouse not present,Other,White,Male,United-States,0
44,Private,spouse not present,Other,White,Male,United-States,0
44,Private,spouse not present,Other,White,Male,United-States,1
45,Private,spouse not present,Other,White,Male,United-States,0
45,Private,spouse not present,Other,White,Male,United-States,0
45,Private,spouse not present,Other,White,Male,United-States,0
45,Private,spouse not present,Other,White,Male,United-States,0
45-49,Private,Divorced,Other,White,Male,United-States,0
45-49,Private,Divorced,Other,White,Male,United-States,0
45-49,Private,Divorced,Other,White,Male,United-States,0
45-49,Private,Divorced,Other,White,Male,United-States,0
45-49,Private,Divorced,Other,White,Male,United-States,0
45-49,Private,Divorced,Other,White,Male,United-States,0
45-49,Private,Divorced,Other,White,Male,United-States,0
45-49,Private,Never-married,Other,White,Male,United-States,0
45-49,Private,Never-married,Other,White,Male,United-States,0
45-49,Private,Never-married,Other,White,Male,United-States,0
50-59,Private,spouse not present,Other,White,Male,North America,0
50-59,Private,spouse not present,Other,White,Male,North America,0
50-59,Private,spouse not present,Other,White,Male,North America,0
50-59,Private,spouse not present,Other,White,Male,North America,0
50-59,Private,spouse not present,Other,White,Male,North America,0
50-59,Private,spouse not present,Other,White,Male,North America,0
50-54,Private,spouse not present,Other,White,Male,North America,0
50-54,Private,spouse not present,Other,White,Male,North America,0
50-54,Private,spouse not present,Other,White,Male,North America,0
50-54,Private,spouse not present,Other,White,Male,North America,0
50-54,Private,spouse not present,Other,White,Male,North America,0
50-54,Private,spouse not present,Other,White,Male,North America,0
50-54,Private,spouse not present,Other,White,Male,North America,1
55-59,Private,spouse not present,Other,White,Male,United-States,0
55-59,Private,spouse not present,Other,White,Male,United-States,1
55-59,Private,spouse not present,Other,White,Male,United-States,0
55-59,Private,spouse not present,Other,White,Male,United-States,0
55-59,Private,spouse not present,Other,White,Male,United-States,0
55-59,Private,spouse not present,Other,White,Male,United-States,0
55-59,Private,spouse not present,Other,White,Male,United-States,0
55-59,Private,spouse not present,Other,White,Male,United-States,0
55-59,Private,spouse not present,Other,White,Male,United-States,0
55-59,Private,spouse not present,Other,White,Male,United-States,0
55-59,Private,spouse not present,Other,White,Male,United-States,0
40-59,Self-emp-not-inc,Divorced,Other,White,Male,United-States,0
40-59,Self-emp-not-inc,Divorced,Other,White,Male,United-States,0
40-59,Self-emp-not-inc,Divorced,Other,White,Male,United-States,0
40-59,Self-emp-not-inc,Divorced,Other,White,Male,United-States,0
40-59,Self-emp-not-inc,Divorced,Other,White,Male,United-States,0
40-59,Self-emp-not-inc,Divorced,Other,White,Male,United-States,1
40-59,Self-emp-not-inc,Never-married,Farming-fishing,White,Male,United-States,0
40-59,Self-emp-not-inc,Never-married,Farming-fishing,White,Male,United-States,0
40-59,Self-emp-not-inc,Never-married,Farming-fishing,White,Male,United-States,0
40-59,Self-emp-not-inc,Never-married,Other,White,Male,United-States,0
40-59,Self-emp-not-inc,Never-married,Other,White,Male,United-States,0
40-59,Self-emp-not-inc,Never-married,Other,White,Male,United-States,0
40-59,Self-emp-not-inc,Never-married,Other,White,Male,United-States,0
40-59,Self-emp-not-inc,Never-married,Other,White,Male,United-States,0
40-59,Self-emp-not-inc,Never-married,Other,White,Male,United-States,0
40-59,Self-emp-not-inc,Never-married,Other,White,Male,United-States,0
40-59,Self-emp-inc,Divorced,Other,White,Male,United-States,0
40-59,Self-emp-inc,Divorced,Other,White,Male,United-States,0
40-59,Self-emp-inc,Divorced,Other,White,Male,United-States,0
40-59,Self-emp-inc,Divorced,Other,White,Male,United-States,0
40-59,Self-emp-inc,Divorced,Other,White,Male,United-States,0
45-49,Non-Government,spouse not present,Other,White,Male,United-States,0
45-49,Non-Government,spouse not present,Other,White,Male,United-States,1
45-49,Non-Government,spouse not present,Other,White,Male,United-States,0
40-49,Private,Divorced,Other,White,Male,United-States,0
40-49,Private,Divorced,Other,White,Male,United-States,0
40-49,Private,Divorced,Other,White,Male,United-States,0
40-49,Non-Government,Never-married,Other,White,Male,United-States,0
40-49,Non-Government,Never-married,Other,White,Male,United-States,0
40-49,Non-Government,Never-married,Other,White,Male,United-States,1
40-44,Non-Government,spouse not present,Other,White,Male,United-States,0
40-44,Non-Government,spouse not present,Other,White,Male,United-States,0
40-44,Non-Government,spouse not present,Other,White,Male,United-States,0
40-44,Non-Government,spouse not present,Other,White,Male,United-States,0
45-49,Non-Government,Never-married,Other,White,Male,United-States,0
45-49,Non-Government,Never-married,Other,White,Male,United-States,0
45-49,Non-Government,Never-married,Other,White,Male,United-States,0
45-49,Non-Government,Never-married,Other,White,Male,United-States,0
50-54,Private,spouse not present,Other,White,Male,United-States,0
50-54,Private,spouse not present,Other,White,Male,United-States,0
50-54,Private,spouse not present,Other,White,Male,United-States,0
55-59,Private,spouse not present,Other,White,Male,United-States,0
55-59,Private,spouse not present,Other,White,Male,United-States,0
55-59,Private,spouse not present,Other,White,Male,United-States,0
40-59,Non-Government,spouse not present,Other,White,Male,United-States,1
40-59,Non-Government,spouse not present,Other,White,Male,United-States,0
40-59,Non-Government,spouse not present,Other,White,Male,United-States,0
40-59,Non-Government,spouse not present,Other,White,Male,United-States,0
40-59,Non-Government,spouse not present,Other,White,Male,United-States,0
40-44,Private,Divorced,Sales,White,Male,United-States,0
40-44,Private,Divorced,Sales,White,Male,United-States,1
40-44,Private,Divorced,Sales,White,Male,United-States,1
40-44,Private,Divorced,Sales,White,Male,United-States,0
40-44,Private,Divorced,Sales,White,Male,United-States,1
40-44,Private,Divorced,Sales,White,Male,United-States,1
40-44,Private,Divorced,Sales,White,Male,United-States,1
45-49,Private,Divorced,Sales,White,Male,United-States,0
45-49,Private,Divorced,Sales,White,Male,United-States,1
45-49,Private,Divorced,Sales,White,Male,United-States,0
45-49,Private,Divorced,Sales,White,Male,United-States,1
45-49,Private,Divorced,Sales,White,Male,United-States,1
40-44,Private,Divorced,Sales,White,Male,United-States,0
40-44,Private,Divorced,Sales,White,Male,United-States,1
40-44,Private,Divorced,Sales,White,Male,United-States,0
40-44,Private,Divorced,Sales,White,Male,United-States,0
40-44,Private,Divorced,Sales,White,Male,United-States,0
40-44,Private,Divorced,Sales,White,Male,United-States,0
40-44,Private,Divorced,Sales,White,Male,United-States,1
45-49,Private,Divorced,Sales,White,Male,United-States,0
45-49,Private,Divorced,Sales,White,Male,United-States,0
45-49,Private,Divorced,Sales,White,Male,United-States,0
45-49,Private,Divorced,Sales,White,Male,United-States,0
50-54,Private,Divorced,Sales,White,Male,United-States,0
50-54,Private,Divorced,Sales,White,Male,United-States,1
50-54,Private,Divorced,Sales,White,Male,United-States,0
55-59,Private,Divorced,Sales,White,Male,United-States,0
55-59,Private,Divorced,Sales,White,Male,United-States,1
55-59,Private,Divorced,Sales,White,Male,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Male,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Male,United-States,1
40-44,Private,Divorced,Exec-managerial,White,Male,United-States,1
40-44,Private,Divorced,Exec-managerial,White,Male,United-States,1
40-44,Private,Divorced,Exec-managerial,White,Male,United-States,1
40-44,Private,Divorced,Exec-managerial,White,Male,United-States,1
40-44,Private,Divorced,Exec-managerial,White,Male,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Male,United-States,0
45-49,Private,Divorced,Exec-managerial,White,Male,United-States,1
45-49,Private,Divorced,Exec-managerial,White,Male,United-States,1
45-49,Private,Divorced,Exec-managerial,White,Male,United-States,1
45-49,Private,Divorced,Exec-managerial,White,Male,United-States,1
45-49,Private,Divorced,Exec-managerial,White,Male,United-States,0
45-49,Private,Divorced,Exec-managerial,White,Male,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Male,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Male,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Male,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Male,United-States,0
